emp_no,first_name,last_name,dept_name,to_date
38270,Nirmal,Hiyoshi,Production,9999-01-01
38279,Marsha,Farrar,Customer Service,9999-01-01
38305,Tomoyuki,Bauknecht,Development,9999-01-01
38307,Marlo,Jording,Customer Service,9999-01-01
38309,Shaibal,Papadias,Human Resources,9999-01-01
38320,Fox,Rabejac,Production,9999-01-01
38323,Kiyotoshi,Keirsey,Development,9999-01-01
38328,Richard,Muhlberg,Sales,9999-01-01
38333,Chiranjit,Rosiles,Production,9999-01-01
38335,Masaru,Malabarba,Development,9999-01-01
38336,Chaoyi,Basart,Customer Service,9999-01-01
38347,Tzu,Woycyznski,Sales,9999-01-01
38359,Huei,Chinin,Research,9999-01-01
38388,Arnd,Nishimukai,Marketing,9999-01-01
38400,Jaber,Ponthieu,Development,9999-01-01
38431,Masanao,Ferretti,Sales,9999-01-01
38432,Sreekrishna,Harllee,Development,9999-01-01
38442,Marco,Baalen,Quality Management,9999-01-01
38447,Gladys,Ruemmler,Production,9999-01-01
38453,Rafael,Perfilyeva,Development,9999-01-01
38453,Rafael,Perfilyeva,Customer Service,1988-12-09
38463,Leucio,Janocha,Finance,9999-01-01
38472,Masadi,Winter,Research,9999-01-01
38473,Lena,Onuegbe,Production,9999-01-01
38474,Hsiangchu,Wrigley,Research,9999-01-01
38476,Godehard,Neimat,Development,9999-01-01
38480,Yuriy,Zaccaria,Production,9999-01-01
38485,Kiyomitsu,Kavanagh,Production,9999-01-01
38497,Anyuan,Hiltgen,Sales,9999-01-01
38517,Ult,Farrow,Development,9999-01-01
38551,Sangeeta,Angelopoulos,Quality Management,9999-01-01
38552,Yolla,Quittner,Marketing,2000-10-20
38552,Yolla,Quittner,Customer Service,9999-01-01
38553,Dinkar,Bage,Sales,9999-01-01
38566,Navin,Begiun,Quality Management,9999-01-01
38570,Lobel,Ducloy,Human Resources,9999-01-01
38581,Shan,Gornas,Development,9999-01-01
38608,Florian,Journel,Development,9999-01-01
38618,Houman,Ibel,Sales,9999-01-01
38679,Zvonko,Bael,Production,9999-01-01
38679,Zvonko,Bael,Development,1998-06-26
38696,Keiichiro,Leppanen,Marketing,9999-01-01
38697,Hercules,Warwick,Development,9999-01-01
38700,Deniz,Figueira,Development,9999-01-01
38701,Kristian,Irland,Development,9999-01-01
38707,Constantine,Hitomi,Finance,9999-01-01
38716,Toshimo,Perin,Development,9999-01-01
38720,Kwan,Khalil,Development,2001-08-29
38720,Kwan,Khalil,Research,9999-01-01
38722,Noritoshi,Crooks,Customer Service,9999-01-01
38740,Michaela,Matzat,Sales,9999-01-01
38747,Kenton,Guerreiro,Development,9999-01-01
38747,Kenton,Guerreiro,Customer Service,1999-10-19
38760,Tristan,Schwartzbauer,Human Resources,9999-01-01
38774,Urs,Chelton,Research,9999-01-01
38776,Foong,Erol,Finance,2001-05-23
38776,Foong,Erol,Human Resources,9999-01-01
38791,Bingning,Meszaros,Production,9999-01-01
38810,Pohua,Roccetti,Sales,9999-01-01
38815,Ebbe,Staylopatis,Customer Service,9999-01-01
38824,Shounak,Rindone,Development,9999-01-01
38840,Leaf,Lunn,Production,9999-01-01
38842,Alper,Mukaidono,Development,9999-01-01
38844,Marsal,Merle,Marketing,9999-01-01
38844,Marsal,Merle,Human Resources,1997-07-09
38847,Ugo,Waterhouse,Development,9999-01-01
38851,Deborah,Stassinopoulos,Development,9999-01-01
38852,Niranjan,Lorys,Sales,9999-01-01
38878,Hauke,Champarnaud,Sales,9999-01-01
38879,Tsz,Morton,Quality Management,9999-01-01
38884,Arne,Dratva,Research,9999-01-01
38905,Arnould,Pearson,Development,9999-01-01
38915,Divine,Hanratty,Sales,9999-01-01
38916,Hein,Kroll,Development,9999-01-01
38922,Xiaobin,Sewelson,Human Resources,9999-01-01
38941,Yurij,Turnbull,Quality Management,9999-01-01
38942,Danco,Xiaoshan,Sales,9999-01-01
38951,Terresa,Rijckaert,Sales,9999-01-01
38993,Gal,Aseltine,Finance,9999-01-01
39018,Irena,Harllee,Development,9999-01-01
39035,Susumu,Kohling,Production,9999-01-01
39041,Shem,Fabrizio,Quality Management,9999-01-01
39043,Kersti,Ferretti,Development,1990-03-02
39043,Kersti,Ferretti,Research,9999-01-01
39048,Valery,Lanphier,Human Resources,9999-01-01
39055,Remko,Varman,Development,9999-01-01
39082,Ortrun,Encarnacion,Production,9999-01-01
39082,Ortrun,Encarnacion,Quality Management,1988-12-19
39087,Marin,Luders,Development,9999-01-01
39113,Janche,Aumann,Production,9999-01-01
39119,Tristan,Klyachko,Production,1990-09-06
39119,Tristan,Klyachko,Quality Management,9999-01-01
39132,Uta,Massonet,Research,9999-01-01
39134,Reinhard,Vidal,Development,9999-01-01
39140,Shai,Terkki,Customer Service,9999-01-01
39143,Flemming,Salverda,Sales,9999-01-01
39151,Stamatina,Erbe,Customer Service,9999-01-01
39155,Yoshimitsu,Masamoto,Production,9999-01-01
39156,Gift,Pileggi,Human Resources,9999-01-01
39166,Dante,Jenevein,Quality Management,9999-01-01
39186,Golgen,Atrawala,Marketing,9999-01-01
39186,Golgen,Atrawala,Human Resources,1995-10-23
39188,Apostol,Bresenham,Development,9999-01-01
39191,Flemming,Servieres,Finance,9999-01-01
39194,Arun,Imataki,Quality Management,9999-01-01
39207,Gritta,Stiles,Production,9999-01-01
39220,Dinah,Showalter,Production,9999-01-01
39224,Moss,Chenney,Development,1999-07-30
39224,Moss,Chenney,Research,9999-01-01
39226,Samphel,Parfitt,Production,9999-01-01
39237,Sugwoo,Fabrizio,Development,9999-01-01
39239,Karsten,Benner,Production,9999-01-01
39243,Arco,Heiserman,Finance,2000-11-11
39243,Arco,Heiserman,Human Resources,9999-01-01
39262,Karoline,Vecchi,Production,1988-12-12
39262,Karoline,Vecchi,Quality Management,9999-01-01
39267,Valeri,Naudin,Quality Management,9999-01-01
39276,Alejandro,Busillo,Research,9999-01-01
39289,Behnaam,Caine,Finance,9999-01-01
39304,Aram,Plesums,Production,9999-01-01
39321,Arie,Wilfing,Development,1992-06-14
39321,Arie,Wilfing,Research,9999-01-01
39323,Zita,Ratnaker,Development,9999-01-01
39337,Shaowen,Miake,Production,9999-01-01
39361,Gio,Cummings,Production,9999-01-01
39361,Gio,Cummings,Quality Management,1997-12-11
39366,Yuqun,Baar,Production,9999-01-01
39375,Yagil,Schurmann,Finance,9999-01-01
39405,Toong,Millington,Production,9999-01-01
39409,Zhilian,Leslie,Development,9999-01-01
39426,Bluma,Tanemo,Production,9999-01-01
39443,Weidon,Ratnaker,Human Resources,9999-01-01
39444,Huican,Majewski,Finance,1995-05-02
39444,Huican,Majewski,Sales,9999-01-01
39462,Basil,Luit,Production,2000-11-01
39462,Basil,Luit,Customer Service,9999-01-01
39474,Zorica,Kilgore,Sales,9999-01-01
39501,Jaana,Baalen,Production,1997-04-21
39501,Jaana,Baalen,Customer Service,9999-01-01
39506,Hatsukazu,Lubachevsky,Development,9999-01-01
39523,Niclas,Snedden,Production,9999-01-01
39526,Sadok,Rouquie,Development,9999-01-01
39533,Urs,Pettit,Quality Management,9999-01-01
39534,Venkatesan,Trystram,Production,9999-01-01
39587,Irena,Hoppenstand,Development,9999-01-01
39595,Vishv,Ramras,Development,9999-01-01
39603,Shugo,Pelc,Marketing,9999-01-01
39603,Shugo,Pelc,Human Resources,1997-01-31
39631,Jiafu,Simmel,Sales,9999-01-01
39636,Muzhong,Deville,Marketing,9999-01-01
39647,Aamer,Massonet,Production,9999-01-01
39648,Gad,Lanphier,Marketing,9999-01-01
39648,Gad,Lanphier,Sales,2000-06-06
39652,Kitty,Keirsey,Development,9999-01-01
39656,Annemarie,Nannarelli,Sales,9999-01-01
39658,Cullen,Flexer,Production,9999-01-01
39674,JoAnna,Atrawala,Development,9999-01-01
39684,Kokou,Dratva,Sales,9999-01-01
39689,Ziya,Parveen,Finance,9999-01-01
39689,Ziya,Parveen,Human Resources,1998-04-26
39705,Kinh,Vidal,Development,9999-01-01
39712,Chirstian,Muchinsky,Sales,9999-01-01
39719,Yagil,Unno,Finance,9999-01-01
39729,Fan,Awdeh,Production,9999-01-01
39730,Shirish,Mattern,Production,9999-01-01
39735,Morris,Ashish,Development,1998-11-19
39735,Morris,Ashish,Research,9999-01-01
39738,Arvin,Gerteisen,Production,9999-01-01
39743,Leucio,Piazza,Production,9999-01-01
39747,Pohua,Montresor,Development,9999-01-01
39756,Dmitri,Litecky,Sales,9999-01-01
39759,Faiza,Varker,Marketing,9999-01-01
39780,Alain,Gyorkos,Development,9999-01-01
39784,Venkatesan,Ossenbruggen,Research,9999-01-01
39806,Shuzo,Rosenbaum,Sales,9999-01-01
39812,Marit,Peres,Production,2002-03-17
39812,Marit,Peres,Customer Service,9999-01-01
39820,Willard,Range,Production,9999-01-01
39821,Percy,Schwartzbauer,Research,9999-01-01
39846,Shawna,Riesenhuber,Finance,9999-01-01
39852,Willard,Guenter,Sales,9999-01-01
39854,Sanjay,McClurg,Development,9999-01-01
39868,Adas,Tomescu,Production,2001-08-29
39868,Adas,Tomescu,Customer Service,9999-01-01
39873,Kankanahalli,Joslin,Production,9999-01-01
39875,Jaideep,Magliocco,Human Resources,9999-01-01
39876,Quingbo,Llado,Production,9999-01-01
39880,Turgut,Karunanithi,Sales,9999-01-01
39883,Moriyoshi,Luan,Development,9999-01-01
39889,Pranav,Menhoudj,Research,9999-01-01
39890,Sanjai,Valiente,Sales,9999-01-01
39900,Adas,Schach,Production,9999-01-01
39909,Nectarios,Ozeki,Sales,9999-01-01
39917,Guoxiang,Besselaar,Development,9999-01-01
39930,Kitty,Paludetto,Finance,9999-01-01
39940,Kazuhisa,Hiraishi,Development,9999-01-01
39941,Gino,Tanemo,Development,9999-01-01
39949,Ziya,Schlegelmilch,Quality Management,9999-01-01
39966,Utpal,Beidas,Sales,9999-01-01
39969,Mark,Conia,Customer Service,9999-01-01
39970,Sachar,Sgarro,Sales,9999-01-01
39971,Odoardo,Antonisse,Marketing,9999-01-01
39971,Odoardo,Antonisse,Sales,1996-04-20
39979,Serenella,Cardazo,Research,9999-01-01
39981,Renee,Biran,Finance,1994-12-29
39981,Renee,Biran,Human Resources,9999-01-01
39985,Sergi,Perez,Quality Management,9999-01-01
39988,Anoosh,Spelt,Production,9999-01-01
39990,Jingling,Katalagarianos,Production,1987-12-09
39990,Jingling,Katalagarianos,Customer Service,9999-01-01
39992,Mohit,Gadepally,Sales,9999-01-01
39995,Marko,Deverell,Production,9999-01-01
40000,Nishit,Asser,Production,9999-01-01
40008,Yucai,Nittel,Finance,9999-01-01
40010,Mingdong,Ferriere,Production,9999-01-01
40018,Yongmao,Beidas,Development,9999-01-01
40021,Parto,Delgrande,Development,9999-01-01
40023,Ortrun,Asmuth,Production,9999-01-01
40028,Wuxu,Hofman,Production,9999-01-01
40029,Aruna,Braccini,Finance,9999-01-01
40035,Anyuan,Kleiser,Marketing,9999-01-01
40035,Anyuan,Kleiser,Sales,1995-01-08
40045,Hairong,Czap,Human Resources,9999-01-01
40057,Ghassan,Kalloufi,Sales,9999-01-01
40072,Morrie,Cmelik,Production,9999-01-01
40106,Zdislav,Mukaidono,Customer Service,9999-01-01
40113,Rosine,Wissmann,Research,9999-01-01
40118,Fen,Uludag,Production,9999-01-01
40127,Kauko,Callaway,Finance,9999-01-01
40131,Moti,Asser,Production,9999-01-01
40134,Caolyn,Brlek,Production,9999-01-01
40147,Padma,Gaughan,Research,9999-01-01
40156,Dhritiman,Cooman,Sales,9999-01-01
40161,Premsyl,Guardalben,Development,9999-01-01
40168,Miquel,Frezza,Research,9999-01-01
40169,Remco,Isaac,Sales,9999-01-01
40185,Miyeon,Garnick,Production,9999-01-01
40188,Mansur,Serot,Marketing,1997-10-28
40188,Mansur,Serot,Customer Service,9999-01-01
40205,Genevieve,Provine,Production,9999-01-01
40205,Genevieve,Provine,Development,1987-10-16
40217,Padma,Shokrollahi,Sales,9999-01-01
40225,Shakhar,Schieder,Sales,9999-01-01
40226,Hyuncheol,Benantar,Sales,9999-01-01
40244,Saniya,Janetzko,Production,9999-01-01
40245,Yucai,Bael,Sales,9999-01-01
40250,Jamaludin,Birta,Production,9999-01-01
40272,Taizo,Gonthier,Production,1987-06-22
40272,Taizo,Gonthier,Quality Management,9999-01-01
40313,Turgut,Staylopatis,Development,9999-01-01
40318,Shin,Vingron,Production,9999-01-01
40318,Shin,Vingron,Development,1998-05-09
40321,Hinrich,Ouhyoung,Production,9999-01-01
40325,Vincent,Gist,Customer Service,9999-01-01
40360,Harjit,Miyakawa,Development,9999-01-01
40364,Limsoon,Harllee,Finance,9999-01-01
40373,Diederik,Mateescu,Human Resources,9999-01-01
40389,Mong,Kobuchi,Sales,9999-01-01
40391,Tadahiko,Barriga,Finance,9999-01-01
40392,Qunsheng,Genther,Production,9999-01-01
40398,Radhia,Szilard,Finance,9999-01-01
40423,Gita,Ligten,Customer Service,9999-01-01
40424,Niteen,Ghazalie,Quality Management,9999-01-01
40427,Aloke,Merks,Development,9999-01-01
40428,Rosalie,Veldwijk,Marketing,1991-10-26
40428,Rosalie,Veldwijk,Customer Service,9999-01-01
40463,Rafail,Tokunaga,Development,9999-01-01
40465,Khoa,Brendel,Production,9999-01-01
40465,Khoa,Brendel,Development,2001-11-08
40471,Shir,Straney,Development,9999-01-01
40474,Bodo,Duclos,Human Resources,9999-01-01
40484,Aria,Chiodo,Development,9999-01-01
40486,Leen,Kopetz,Production,9999-01-01
40486,Leen,Kopetz,Development,1998-01-31
40487,Valery,Gulik,Production,9999-01-01
40489,Yongmao,Bugrara,Quality Management,9999-01-01
40494,Elliott,Lung,Production,9999-01-01
40511,Radhia,Alencar,Research,9999-01-01
40512,Kwangjo,Melton,Marketing,1997-08-23
40512,Kwangjo,Melton,Customer Service,9999-01-01
40517,Hironoby,Mattern,Quality Management,9999-01-01
40520,Danny,Gajiwala,Development,9999-01-01
40520,Danny,Gajiwala,Quality Management,2000-12-08
40522,Krisda,Kinley,Human Resources,9999-01-01
40528,Yannik,Litvinov,Development,9999-01-01
40531,Etsuo,Kalefeld,Customer Service,9999-01-01
40533,Kiyotoshi,Aingworth,Production,9999-01-01
40551,Lillian,Terkki,Development,9999-01-01
40555,Yahiko,Manders,Finance,9999-01-01
40556,Murthy,Baaz,Development,9999-01-01
40556,Murthy,Baaz,Quality Management,1999-12-06
40563,Hongzhu,Munos,Development,9999-01-01
40574,Susumu,Ratnakar,Development,9999-01-01
40587,Xiping,Genin,Development,9999-01-01
40592,Yucai,Gniady,Research,9999-01-01
40597,Fumiyo,Limongiello,Development,9999-01-01
40600,Arch,Bazzichi,Research,9999-01-01
40615,Jacopo,Karner,Development,9999-01-01
40631,Frazer,Alameldin,Marketing,9999-01-01
40641,Eishiro,Papadias,Sales,9999-01-01
40647,Mitsuyuki,Basagni,Production,9999-01-01
40660,Piyush,Erbe,Development,1997-06-27
40660,Piyush,Erbe,Research,9999-01-01
40668,Heon,Makinen,Quality Management,9999-01-01
40672,Yinlin,Pfau,Development,9999-01-01
40685,Shawna,Bugrara,Sales,9999-01-01
40696,Torsten,Siprelle,Development,9999-01-01
40714,Lijie,Covnot,Sales,9999-01-01
40739,Kazuhiko,Itzfeldt,Marketing,9999-01-01
40739,Kazuhiko,Itzfeldt,Sales,1999-08-09
40762,Tze,Tanemo,Marketing,9999-01-01
40764,Shuky,Senzako,Sales,9999-01-01
40769,Seongbin,Covnot,Marketing,1989-06-23
40769,Seongbin,Covnot,Customer Service,9999-01-01
40770,Jiang,Nitta,Research,9999-01-01
40777,Jeong,Birdsall,Research,9999-01-01
40779,Itzchak,Begiun,Development,9999-01-01
40782,Mitchel,Bodoff,Development,9999-01-01
40786,Gretta,Whittlesey,Production,9999-01-01
40802,Baocai,Ecklund,Development,9999-01-01
40810,Jingling,Baak,Human Resources,9999-01-01
40815,Bouchung,Servieres,Customer Service,9999-01-01
40824,Serap,Kleiser,Development,9999-01-01
40829,Jianhui,Mitzlaff,Sales,9999-01-01
40834,Elzbieta,Fritzsche,Development,9999-01-01
40839,Prodip,Otillio,Human Resources,9999-01-01
40841,Masako,Lindqvist,Human Resources,9999-01-01
40853,Terresa,Guardalben,Development,9999-01-01
40868,Limsoon,Malabarba,Finance,9999-01-01
40869,Flemming,Snedden,Production,9999-01-01
40872,Qunsheng,Cunliffe,Development,9999-01-01
40881,Hatem,Acton,Production,9999-01-01
40881,Hatem,Acton,Development,1997-12-26
40891,Jinya,Kaltofen,Sales,9999-01-01
40904,Fumiko,Willoner,Production,9999-01-01
40907,Jaana,Rando,Quality Management,9999-01-01
40910,Tamiya,Chimia,Research,9999-01-01
40932,Kolar,DuBourdieux,Human Resources,9999-01-01
40946,Fumitake,Mahmud,Quality Management,9999-01-01
40977,Elvia,Sinicrope,Sales,9999-01-01
40987,Zeljko,Sidou,Production,9999-01-01
40997,Ranan,Nations,Production,9999-01-01
41039,Subhankar,Bala,Production,1986-09-04
41039,Subhankar,Bala,Quality Management,9999-01-01
41046,Arvin,Borstler,Production,9999-01-01
41074,Leen,Siochi,Sales,9999-01-01
41077,Amalendu,Walston,Marketing,9999-01-01
41081,Faiza,Mikschl,Quality Management,9999-01-01
41110,Munehiko,Manders,Production,9999-01-01
41122,Guenter,Hoppenstand,Sales,9999-01-01
41140,Tonny,Bail,Sales,9999-01-01
41147,Abdelaziz,Chimia,Development,1999-07-28
41147,Abdelaziz,Chimia,Research,9999-01-01
41149,Alain,Wiegley,Production,9999-01-01
41173,Maren,Aseltine,Development,9999-01-01
41179,Masamitsu,Vecchi,Marketing,9999-01-01
41181,Paddy,Delgrossi,Production,9999-01-01
41184,Nikolaus,Ranze,Production,9999-01-01
41187,Jacqueline,Maquelin,Sales,9999-01-01
41197,Vesna,Stille,Sales,9999-01-01
41198,Janalee,Christianini,Development,9999-01-01
41200,Huei,Leppanen,Development,9999-01-01
41205,Charlene,Cusworth,Sales,1993-04-04
41205,Charlene,Cusworth,Customer Service,9999-01-01
41215,Moon,Wursthorn,Production,9999-01-01
41228,Jacopo,Hebert,Development,9999-01-01
41232,Yuriy,Millington,Production,9999-01-01
41239,Malu,Rajaraman,Sales,9999-01-01
41247,Kristinn,Zhiwei,Finance,9999-01-01
41251,Arne,Glinert,Sales,9999-01-01
41274,Mari,Giveon,Development,9999-01-01
41280,Felicidad,Czap,Sales,9999-01-01
41283,KayLiang,Tetzlaff,Development,9999-01-01
41292,Premsyl,Thombley,Development,9999-01-01
41298,Elvia,Cesareni,Sales,9999-01-01
41301,Shuichi,Cochrane,Finance,9999-01-01
41304,Kristian,Ulupinar,Development,9999-01-01
41313,Gino,Nitto,Development,1990-07-02
41313,Gino,Nitto,Research,9999-01-01
41319,Mototsugu,Unni,Production,9999-01-01
41363,Ronghao,Siepmann,Marketing,9999-01-01
41371,Luise,Decaestecker,Finance,9999-01-01
41373,Mona,Veevers,Production,9999-01-01
41374,JiYoung,Schurmann,Development,9999-01-01
41399,Xiaoheng,Broomell,Development,9999-01-01
41404,Marco,Isaak,Marketing,1998-03-21
41404,Marco,Isaak,Sales,9999-01-01
41422,Franziska,Ramamoorthy,Development,9999-01-01
41432,Basim,Dymetman,Development,9999-01-01
41437,Christoper,Farrel,Production,9999-01-01
41441,Pasqua,Shigei,Development,9999-01-01
41460,Martial,Rodiger,Production,9999-01-01
41487,Aemilian,Cummings,Marketing,9999-01-01
41498,Susanne,Masamoto,Quality Management,9999-01-01
41514,Magy,Iisaku,Production,9999-01-01
41527,Hisao,Oxman,Development,9999-01-01
41533,Visit,Parhami,Customer Service,9999-01-01
41553,Tokuyasu,Peltason,Production,9999-01-01
41554,Rajmohan,Halloran,Sales,9999-01-01
41581,Vitali,Azumi,Human Resources,9999-01-01
41583,Holgard,Thorensen,Development,9999-01-01
41587,Lokesh,Sankaranarayanan,Research,9999-01-01
41593,Susuma,Grabner,Development,9999-01-01
41604,Tadanori,Botman,Finance,9999-01-01
41610,Serge,Staudhammer,Production,9999-01-01
41612,Mariangiola,Provine,Production,9999-01-01
41628,Josyula,Claffy,Customer Service,9999-01-01
41644,Georg,Marakhovsky,Sales,1990-06-30
41644,Georg,Marakhovsky,Customer Service,9999-01-01
41661,Masadi,Hofman,Research,9999-01-01
41667,Barna,Facello,Development,9999-01-01
41673,Armond,Matzel,Development,9999-01-01
41674,Abdelghani,Yemenis,Production,9999-01-01
41677,Eben,Gimarc,Finance,9999-01-01
41682,Alselm,Ecklund,Sales,9999-01-01
41710,Weiru,Haldar,Sales,9999-01-01
41724,Faiza,Bage,Marketing,9999-01-01
41727,Rosella,Paludetto,Research,9999-01-01
41743,Aamer,Lunt,Production,9999-01-01
41746,Zita,Greenaway,Development,9999-01-01
41754,Rosita,Hanabata,Production,1999-06-20
41754,Rosita,Hanabata,Customer Service,9999-01-01
41759,Charmane,Lagarias,Sales,9999-01-01
41767,Leszek,Thiran,Development,9999-01-01
41772,Leon,Decaestecker,Sales,9999-01-01
41786,Krister,Hmelo,Production,9999-01-01
41792,Guther,Lowrie,Finance,9999-01-01
41798,Margareta,Akaboshi,Development,9999-01-01
41808,Filipp,Varley,Customer Service,9999-01-01
41809,Shen,Puppe,Human Resources,9999-01-01
41824,Kendra,Luby,Development,9999-01-01
41836,Akhilish,Passino,Production,9999-01-01
41857,Munehiko,Beznosov,Sales,9999-01-01
41863,Dipayan,Herbst,Human Resources,9999-01-01
41864,Kazuhito,Gulla,Marketing,9999-01-01
41871,Stevo,Waeselynck,Development,9999-01-01
41874,Badri,Asmuth,Finance,9999-01-01
41885,Val,Validov,Sales,9999-01-01
41888,Vitali,Oehlmann,Customer Service,9999-01-01
41889,Basim,Zumaque,Marketing,9999-01-01
41894,Zeydy,Mandell,Human Resources,9999-01-01
41902,Zongyan,Zweizig,Production,9999-01-01
41909,Toshimitsu,McAlpine,Development,9999-01-01
41917,Fumitake,Schlumberger,Sales,1991-06-29
41917,Fumitake,Schlumberger,Customer Service,9999-01-01
41939,Kwangho,Usery,Human Resources,9999-01-01
41940,Dmitry,Anick,Production,9999-01-01
41944,Vishwani,Parhami,Development,9999-01-01
41956,Rajmohan,Thiria,Customer Service,9999-01-01
41973,Mantis,Massonet,Production,1998-09-04
41973,Mantis,Massonet,Quality Management,9999-01-01
41979,Hilary,Bage,Customer Service,9999-01-01
41983,Luise,Wixon,Development,9999-01-01
42007,Tsz,Pokrovskii,Sales,9999-01-01
42019,Mayumi,Roisin,Research,9999-01-01
42020,Nobuyoshi,Matzat,Development,9999-01-01
42024,Dipayan,Serdy,Customer Service,9999-01-01
42033,Reuven,Compeau,Development,9999-01-01
42046,Waiman,Millington,Development,9999-01-01
42047,Sahrah,Ambroszkiewicz,Development,9999-01-01
42053,Demin,Lores,Customer Service,9999-01-01
42059,Jianhui,Czap,Development,9999-01-01
42075,Sergi,Gruenwald,Production,9999-01-01
42082,Gritta,Compeau,Sales,9999-01-01
42083,Kotesh,Schahn,Human Resources,9999-01-01
42104,Dante,Plesums,Customer Service,9999-01-01
42125,Subhankar,Besancenot,Customer Service,9999-01-01
42135,Ashish,Huttel,Finance,9999-01-01
42139,Tru,Isaak,Production,9999-01-01
